"","Easting","Northing","Purprice","BldIntWr","BldPostW","Bld60s","Bld70s","Bld80s","TypDetch","TypSemiD","TypFlat","GarSingl","GarDoubl","Tenfree","CenHeat","BathTwo","BedTwo","BedThree","BedFour","BedFive","NewPropD","FlorArea","NoCarHh","CarspP","ProfPct","UnskPct","RetiPct","Saleunem","Unemploy","PopnDnsy"
"24625",514000,185200,62000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,112,9.6447,43.898,12.5,0,12.5,4.1801,31.1943,3.34573
"24626",512000,182600,112000,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,127,64.7577,26.3959,0,0,214.2857,17.9487,7.69848,3.65385
"24627",514100,181200,119000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,97.059424517,48.3412,22.8279,0,10,60,22.449,49.66812,4.9505
"24628",511900,188100,67500,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,110.52700017,19.2308,47.8723,7.1429,0,64.2857,3.7152,30.93221,3
"24629",509000,178900,52000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,56.192298404,32.5581,36.5234,0,10,80,7.6596,49.50032,1.68067
"24630",510800,181000,58000,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,65.944680772,15.3153,52.2863,6.25,12.5,31.25,5.2817,51.76352,2.57143
"24631",513000,184500,93000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,88.23584047,66.9231,19.5833,0,0,12.5,41.7808,35.33874,5.94059
"24632",511500,185700,67500,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,38.08073115,67.3913,20.5776,0,0,100,32.1168,39.81783,10.88929
"24634",513500,185100,68000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,76.904500957,5.4622,52.2792,0,0,12.5,5.787,12.99867,2.19561
"24635",515400,181200,63500,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,71.981869857,8.4821,44.362,0,5.2632,5.2632,6.0827,38.26511,6.63265
"24636",511900,185500,100000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,114.70659261,12.6829,53.7255,12.5,0,18.75,3.7594,10.56243,6.34648
"24637",517700,177900,38500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,83.684728698,17.6471,38.2857,0,5.8824,23.5294,6.872,0.18434,3.92157
"24639",512500,185700,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52.8796,31.1178,0,9.0909,54.5455,13.5803,9.45401,7.16332
"24640",514600,189200,62000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,49.969349655,14.2857,52.9114,25,0,87.5,1.5,4.22494,8.81503
"24641",514600,190500,74500,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,69.659874055,24.7573,40.4022,0,7.6923,30.7692,3.4221,0.84714,6.6092
"24642",510700,185900,60000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,64,0,54.8387,0,0,0,5.2632,52.9439,12.78459
"24643",511300,183100,65000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,104,0,54.8387,0,0,0,5.2632,52.9439,12.78459
"24644",520800,187600,45500,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,53,29.6552,37.7333,7.1429,0,78.5714,10.7558,66.26039,12.62729
"24645",511400,180700,81000,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,74.303865659,39.7129,39.9504,11.1111,0,77.7778,8.9623,7.06969,9.23077
"24646",510000,185700,74000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,86,17.8218,52.4558,25,0,58.3333,4.9618,38.95712,9.86193
"24647",512800,176300,84000,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,104.02541192,47.5113,25.6554,0,25,150,15.6098,2.4928,3.18302
"24648",510000,185700,77500,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,90,25.8537,47.4806,0,0,26.6667,7.1429,17.89201,6.05505
"24649",516900,185300,81000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,92,39.9061,38.6946,0,16.6667,50,7.5758,22.49268,5.94595
"24650",515100,181700,73000,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,75,44,25.1012,0,30,20,15.7303,5.0777,3.39559
"24651",517100,184800,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.046718556,21.1982,40.5797,8.3333,0,58.3333,2.8169,0.16365,8.33333
"24652",518000,180000,78000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,64.551483291,50.6224,21.1348,6.6667,6.6667,20,21.6129,0.47573,4.33333
"24653",516100,181100,72500,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,116.47130942,10.9375,55.3623,11.1111,0,33.3333,5.3571,11.89897,10.38961
"24655",516300,190000,42500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30.185945424,32.3944,30.8197,0,14.2857,28.5714,11.2957,11.61162,5.99251
"24656",505200,181500,107000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,144.89253803,9.434,52.381,0,0,150,6.0606,1.55372,3.57143
"24657",514500,188500,113000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,100,7.3529,54.1437,25,0,50,12.5,4.26465,7.85499
"24658",511400,188300,64000,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,108.11212453,38.4906,31.7212,0,7.1429,28.5714,8.0745,0.14825,3.44828
"24660",513900,189000,59000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,8.3333,53.5047,0,0,30,6.6079,33.34634,3.16574
"24661",514600,184900,61500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,43.6441,22.6629,0,5.2632,0,22.5914,52.36178,1.89702
"24662",525400,182300,64500,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,83.591848866,40.4372,39.6648,8.3333,0,25,11.0553,22.42846,7.91789
"24663",512700,183100,68000,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,79,49.7653,22.0149,0,9.0909,54.5455,10.7623,2.48589,4.47059
"24665",509700,185600,57500,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,52,44.3114,25.0531,0,0,25,8.9947,8.8951,5.73152
"24666",514200,185200,57000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.294336188,44.3114,25.0531,0,0,25,8.9947,8.8951,5.73152
"24667",519400,177400,73500,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,105.88300856,39.779,35.3887,0,0,60,7.8341,65.97285,4.13793
"24668",514300,188300,124000,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,150,27.9476,44.5652,0,0,23.5294,4.6667,2.79383,4.30686
"24669",514900,186700,42500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.507941226,50.2924,27.2021,0,11.1111,88.8889,9.901,48.75374,5.5
"24670",523300,179600,75000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,91,15.6118,45.2888,0,0,29.4118,3.1339,5.5967,4.51866
"24671",518800,184200,49000,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,76.62586146,65.0538,11.8761,0,0,30,32.9843,13.16956,5.82011
"24672",518000,185900,81000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,105,43.1193,34.2282,0,9.0909,90.9091,9.5238,2.0174,4.06977
"24673",516600,185700,72000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,85.263685843,53.1707,24.359,0,20,240,9.4444,44.92706,5.71429
"24674",505900,183500,75000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,115.17099177,45.6853,24.6729,14.2857,0,142.8571,10.6122,42.04771,6.96721
"24675",506800,184100,74000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,122.60137834,41.7021,21.608,5.5556,0,5.5556,23.4604,69.36922,3.65385
"24677",509300,190900,36000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2.459,51.7615,10,5,15,5.1522,58.12148,5.70824
"24678",514000,185200,60000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,74,61.6505,22.4638,0,27.2727,72.7273,14.9171,77.92088,2.71845
"24679",524000,179100,199000,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,140,20.8861,42.0673,0,0,50,5.3191,93.91233,5.71956
"24681",518700,186100,135000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,160.21771033,49.3976,28.0788,0,11.1111,77.7778,6.1111,2.57263,8.3682
"24682",518700,186100,93000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,111,41.1504,32.438,0,0,90,7.3059,43.34118,4.1841
"24683",516100,185600,123000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,128.73144725,15.2778,42.654,20,0,20,7.9208,4.32869,9.04605
"24684",516100,181800,66000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,83,31.9149,45.2888,11.1111,11.1111,44.4444,9.7561,0,0
"24686",513500,182400,85000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,110,35.9091,35.2113,16.6667,0,58.3333,6.3898,59.16927,7.9288
"24687",514100,185300,94000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,75,30.7692,39.4904,5.5556,11.1111,38.8889,6.4935,7.16417,7.53205
"24688",517800,181600,71500,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,88.70023963,49.3976,28.0788,0,11.1111,77.7778,6.1111,2.57263,8.3682
"24689",515500,181700,45000,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,51.08390764,10.1449,54.6436,23.0769,7.6923,30.7692,2.9326,2.66472,8.48057
"24690",510100,178500,73000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,193,12.5628,53.493,18.1818,0,63.6364,2.3622,64.54714,12.6195
"24691",507700,184100,127000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,195.04764735,8.3333,60.6796,0,0,0,0.8772,7.04381,4.3152
"24692",515800,191000,84000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,92,21.0526,44.0217,7.6923,7.6923,46.1539,5.3381,14.66361,12.43523
"24693",516400,184800,63000,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,61.765088329,38.0165,36.803,25,0,125,7.377,0.44367,8.51064
"24694",520500,187900,130000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,163.93290361,21.0145,51.5406,0,0,22.2222,3.7234,42.507,14.50893
"24695",507700,185200,53000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.46477068,21.0526,44.0217,7.6923,7.6923,46.1539,5.3381,14.66361,12.43523
"24696",531000,187300,88000,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,78,5.5556,63.2653,0,0,0,3.3333,10.5639,12.16814
"24697",519700,190300,61500,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,132.3537607,13.3333,50.2982,14.2857,0,157.1429,4.1353,55.81779,7.65832
"24699",518500,182100,57750,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,81.734252224,3.2558,53.3123,5.5556,0,16.6667,2.1918,96.09172,6.25
"24700",552000,188300,35500,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,105.13996991,8.7629,45.7944,5.2632,0,5.2632,3.481,31.36874,6.47619
"24702",513200,186400,155000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,110.52700017,9.0164,45.1883,17.3913,0,4.3478,3.0848,53.27037,2.26586
"24703",508500,188400,79000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,125,48.8038,24.0072,0,0,72.7273,10.7143,3.40811,3.49265
"24704",520300,189000,113000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,142,4.5455,65.0794,0,0,0,3.125,0.59327,2.9661
"24706",515600,184900,79500,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,76.1614623,13.2076,56.8345,50,0,25,1.3889,85.14992,8.26667
"24707",514000,187300,61000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6.599,54.4304,12.5,0,18.75,3.2468,29.6962,5.47667
"24708",517000,180000,74000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,74.303865659,14.1732,51.524,12.5,6.25,56.25,4.607,19.84789,3.76068
"24709",514400,185400,87000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,97.523823677,35.3293,35.782,0,0,30,5.0926,31.73731,7.20412
"24710",514200,188300,68000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,87.307042149,18.2292,49.5984,7.6923,0,30.7692,5.0584,2.53878,11.42241
"24711",513000,180400,137500,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,136,28.9916,40.2135,11.1111,0,155.5556,9.2937,73.67738,2.09524
"24713",510000,186600,81500,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,75,13.5922,46.3878,0,7.1429,35.7143,6.2963,1.401,7.04225
"24714",517800,178900,45000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,87,29.6875,39.2097,0,0,100,10.8974,43.97094,4.98155
"24716",514100,188200,58000,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,89.16463879,62.9139,8.8146,0,14.2857,57.1429,36.1257,55.50373,4.62963
"24717",511000,188500,64500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,14.5078,44.6619,20,13.3333,20,4.7619,6.83074,6.97051
"24718",510800,185000,39000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,18.5185,48.5929,0,0,72.7273,7.1429,8.04151,3.35821
"24719",515100,188600,81000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,91.022235432,63.5417,19.596,8.3333,0,33.3333,24.8677,75.35201,6.50995
"24720",519700,189300,122500,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,160.21771033,66.3415,19.3299,0,25,200,28.125,41.61474,5.25
"24724",516500,192800,122000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,128.54568759,14.5455,60.1869,9.0909,0,63.6364,4.0486,1.39576,5.36193
"24725",507000,178800,44000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14.4231,50.677,0,0,75,5.0193,30.08432,17.4026
"24727",507000,179300,93000,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,158,13.5593,49.359,0,0,38.4615,4.0541,15.07752,11.73184
"24728",506200,179700,185000,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,169.50569353,13.5593,49.359,0,0,38.4615,4.0541,15.07752,11.73184
"24731",506700,181000,65000,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,91.951033753,16.3551,52.7619,6.6667,0,33.3333,2.5735,11.60658,3.30827
"24732",507000,178900,82500,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,97,19.4444,54.1667,33.3333,0,0,10.4167,1.10387,5.68928
"24733",506600,181000,84500,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,101.70341612,31.0345,31.4121,0,0,23.0769,12.012,15.72998,5.26316
"24734",525100,162100,157000,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,119,46.7626,26.8012,0,0,33.3333,13.8122,14.83683,10.84337
"24735",525100,176800,83500,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,107.92636487,16.0784,50.1613,0,5,25,6.4982,50.00365,5.91216
"24739",519400,166200,46000,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,73,34.5679,38.4384,0,0,180,15.9292,1.96685,2.87611
"24742",551700,188400,125000,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,130.49616406,10.1911,51.4541,16.6667,8.3333,16.6667,4.7009,44.82483,5.76369
"24744",537900,176700,88450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,14.3885,48.0226,0,0,20,6.5395,3.1528,3.88007
"24746",531500,169800,62000,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,104.02541192,7.8341,55.0413,13.3333,6.6667,26.6667,2.5974,38.26823,20.33426
"24749",518700,163800,52000,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,60.371890848,10.3093,55.5556,18.1818,0,54.5455,4.902,32.03684,11.1465
"24750",518000,164400,50000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,58.885813534,21.1539,43.7383,0,15.3846,38.4615,8.2437,38.80468,6.71296
"24751",517800,167200,71500,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,102.16781528,39.7196,34.2268,0,10,80,10.4265,48.02395,7.14286
"24752",527400,169800,56000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,56,26.0417,38.3104,0,7.6923,30.7692,11.3139,38.03156,6.75676
"24753",518800,168300,63000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.012705961,20.6349,45.3815,0,14.2857,21.4286,3.6585,43.28211,8.75
"24766",534700,170300,78000,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,121.48682035,36.2319,37.0482,0,11.1111,55.5556,11.1732,5.87389,27.38301
"24768",528400,169400,54500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,54.056062267,1.9139,35.7743,0,0,5,1.1236,1.66482,3.36879
"24769",531800,171700,75000,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,132.3537607,47.5247,23.0631,0,7.6923,15.3846,20.5761,1.86839,5.97015
"24771",532000,171500,38000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,62,11.2583,53.202,9.0909,0,36.3636,3.3149,3.8395,22.6
"24773",531400,171500,75000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,91.39375476,35.3175,26.648,0,15.7895,15.7895,11.8497,17.4488,15.96958
"24776",531600,172100,43500,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65,31.4815,45.0382,0,0,33.3333,6.5574,83.11127,18.55204
"24785",536800,165500,142000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,154.55204057,4.142,56.5966,0,0,16.6667,4.6358,0.46001,16.02564
"24786",534200,167100,57500,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,72,32.2034,37.3239,7.1429,0,14.2857,6.1905,46.86338,3.75494
"24787",534200,167100,89500,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,133,8.4577,46.7327,6.6667,0,13.3333,2.7972,11.04566,6.47773
"24788",533700,167100,125000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,103.0966136,7.4074,54.8438,15.3846,0,53.8462,4.8327,36.90538,6.45161
"24789",543500,173000,69500,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,100,22.0657,46.875,7.1429,7.1429,42.8571,8.1712,24.82805,10.12397
"24790",547700,166400,55000,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,60,29.4479,41.1168,0,0,116.6667,8.0402,5.97604,6.0166
"24791",551300,178000,74000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,84.613527019,4.0201,62.9213,7.6923,0,38.4615,5.2632,36.66492,6.37813
"24792",542700,167400,83000,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,110,25.3807,47.7228,9.0909,0,54.5455,7.722,2.1148,8.88554
"24793",547200,167100,40000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,112.19883714,9.5238,63.8146,50,0,137.5,5.0725,15.40926,5.76132
"24795",546300,165900,200000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,211,48.3871,36.0731,8.3333,8.3333,75,10.7317,8.38722,3.52645
"24796",545900,172300,99950,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,82.663050545,0.7752,58.9202,11.1111,0,33.3333,5,23.25459,11.42857
"24797",547600,172500,80000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,83.591848866,5.1136,65.5779,15.3846,0,15.3846,2.9703,10.00485,10.90909
"24798",534600,180800,134000,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,109.69108168,14.3646,50.503,0,0,21.4286,6.5637,4.25342,6.9395
"24799",538600,169600,73500,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,118.42178589,14.6342,46.2185,0,0,33.3333,5.8824,2.88065,7.84314
"24800",548500,170800,77500,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,92,11.0497,61.3537,0,0,88.8889,5.1948,17.78425,5.78035
"24801",547500,174100,59000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,137,7.4074,54.8438,15.3846,0,53.8462,4.8327,36.90538,6.45161
"24804",532800,167900,73995,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,102,18.5654,48.9465,0,5.8824,23.5294,6.1047,18.0527,7.76515
"24805",543200,167500,275000,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,190,31.1594,45.5658,0,0,33.3333,7.2289,4.42015,10.13133
"24806",543100,164800,135000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,116,11.7647,53.3865,11.1111,0,88.8889,3.1873,61.79548,10.06493
"24807",543900,177200,88000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,98.452621998,26.4045,46.6488,0,0,150,3.4188,8.27878,7.09812
"24808",526400,168000,60000,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,92.415432913,5.1136,65.5779,15.3846,0,15.3846,2.9703,10.00485,10.90909
"24809",547200,164600,80500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,65.015882451,5.1136,65.5779,15.3846,0,15.3846,2.9703,10.00485,10.90909
"24811",536700,168200,53500,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,80,49.6689,36.9048,0,12.5,75,14.3791,41.95388,7.05394
"24813",543600,165300,65000,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,95,2.2222,61.0294,27.2727,0,9.0909,5.0314,4.66131,7.28051
"24815",534700,171900,85250,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,114,22.449,43.4109,0,7.1429,14.2857,5.7143,29.18214,5.98802
"24816",543000,189900,133500,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,124.92337414,26.1062,39.4817,0,0,58.3333,5.8642,16.80973,4.78821
"24817",527800,174500,81000,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,137,51.6304,18.0851,0,0,266.6667,21.3974,51.60635,4.44874
"24819",535100,169700,130000,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,169.50569353,42.0213,33.1126,7.6923,0,15.3846,15.8333,44.81012,6.90335
"24820",537700,169000,103000,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,90.093437111,6.135,59.5023,0,8.3333,25,6.9959,2.37943,5.10836
"24821",544000,171000,53000,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,80.805453904,11.4286,51.1628,0,0,50,10.2041,37.29607,9.74125
"24828",540300,185900,85000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,100,43.8202,33.3333,10,0,60,9.5745,26.16466,5.5409
"24829",542400,189100,62500,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,92.879832073,18.1818,45.3608,0,0,50,3.4483,34.25925,4.93097
"24830",543900,185400,40000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,20.1389,45.9318,0,11.1111,44.4444,6.3218,4.52369,4.08654
"24831",534400,184800,114000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,188.36029944,21.5569,47.9012,0,0,60,6.6667,0.24876,6.71937
"24832",543200,186800,84000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,105.60436907,52.5822,27.3486,0,0,66.6667,14.5833,30.13439,6.66667
"24833",542400,189100,159995,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,162.53970613,73.7374,17.2872,0,25,325,16.6667,187.6089,6.71378
"24834",540200,189800,162000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,139.31974811,18.0095,53.4447,18.1818,9.0909,54.5455,4.8246,29.64903,5.29801
"24835",529100,188000,122000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,146,14.8148,49.3056,0,0,66.6667,11.5942,26.9563,6.58228
"24837",544100,187200,77000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,146.47149518,30.4762,45.6221,11.1111,0,88.8889,6.383,0.11555,0
"24839",540500,191500,89000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,110.52700017,17.757,49.0942,30.7692,0,38.4615,7.3718,9.20795,12.36674
"24840",545300,191400,50000,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,84,18.7879,53.0769,0,0,36.3636,7.3892,12.54464,4.80274
"24841",540100,189200,99000,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,99,6.4378,64.2055,7.1429,0,42.8571,4.5161,5.22671,7.16612
"24842",542400,191500,84000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,130.0317649,7.113,58.6524,16.6667,0,22.2222,5.63,24.54157,6.30915
"24843",546800,186900,130000,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,150,16.4706,55.3659,0,0,41.6667,6.6038,51.69926,4.00891
"24844",548900,172700,110000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,114,11.5741,51.8717,15.3846,0,53.8462,2.3256,24.40657,10.33898
"24845",536800,183100,80000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,112.57035647,7.5949,51.3289,13.6364,13.6364,4.5455,3.7634,56.39079,4.99139
"24846",536400,181200,64500,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,100.96037746,27.572,47.5588,11.1111,5.5556,16.6667,9.6463,26.38899,12.23776
"24847",536400,189600,60000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,63.15828581,16.2162,56.8898,5.8824,5.8824,29.4118,4.3771,48.85014,10.26034
"24848",538000,188400,91000,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,110,53.3333,25.3041,0,22.2222,77.7778,16.1074,3.03084,4.30328
"24850",538500,189800,70000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,101,79.8077,13.4969,0,0,240,18.0851,7.34984,11.13044
